상가업소번호	상호명	상권업종대분류명	상권업종중분류명	상권업종소분류명	지번주소	도로명	구우편번호	신우편번호	경도	위도
11751057	마이도시카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 영등포구 여의도동 16-1	서울특별시 영등포구 은행로	150996	7242	126.9233879	37.5286278
11753128	깡통카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 숭인동 234-38	서울특별시 종로구 난계로25길	110550	3117	127.0189698	37.57161145
11776179	착한커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 구로구 구로동 212-30	서울특별시 구로구 디지털로	152779	8381	126.8940884	37.4839446
11776120	가산롯데팩토리아울렛장상궁김밥	음식	분식	라면김밥분식	서울특별시 금천구 가산동 60-19	서울특별시 금천구 벚꽃로	153769	8511	126.8846229	37.47948554
11779945	카페류	음식	커피점/카페	커피전문점/카페/다방	서울특별시 중랑구 신내동 786	서울특별시 중랑구 봉화산로	131130	2054	127.0972975	37.60803495
11758944	고고카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 논현동 90-2	서울특별시 강남구 언주로	135010	6053	127.0348672	37.51603064
11785676	미스터힐링신촌	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서대문구 창천동 20-51	서울특별시 서대문구 신촌로	120833	3780	126.9390069	37.55616084
11758279	애논	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 논현동 28-21	서울특별시 강남구 학동로21길	135010	6042	127.0267957	37.51563102
11764619	라벨르	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 혜화동 16-10	서울특별시 종로구 혜화로	110530	3067	126.9999503	37.58778774
11750538	파파존스피자	음식	패스트푸드	피자전문	서울특별시 은평구 불광동 528	서울특별시 은평구 통일로	122040	3337	126.920053	37.62720667
11785926	화유플라워앤커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 광진구 광장동 245-7	서울특별시 광진구 천호대로143길	143805	4968	127.1032625	37.54604324
11782682	요거프레소대치아이파크점	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 대치동 888-1	서울특별시 강남구 선릉로	135280	6278	127.05351	37.49537613
11754582	오븐에빠진닭	음식	닭/오리요리	후라이드/양념치킨	서울특별시 서초구 신원동 270-10	서울특별시 서초구 청계산로	137160	6802	127.055758	37.44794425
11755173	쥬시생과일	음식	커피점/카페	생과일주스전문점	서울특별시 종로구 창신동 510-3	서울특별시 종로구 종로	110540	3119	127.0118139	37.57171396
11785394	홍반장커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 구로구 구로동 222-13	서울특별시 구로구 디지털로26길	152718	8389	126.8969265	37.48163742
11775103	BBQ치킨	음식	닭/오리요리	후라이드/양념치킨	서울특별시 양천구 목동 607-43	서울특별시 양천구 목동중앙북로7가길	158050	7946	126.8645739	37.54985504
11785805	킹콩쥬스	음식	커피점/카페	생과일주스전문점	서울특별시 광진구 화양동 192	서울특별시 광진구 광나루로	143915	5009	127.0723837	37.54753472
11762878	오엔비	음식	제과제빵떡케익	제과점	서울특별시 마포구 구수동 68-25	서울특별시 마포구 창전로	121130	4093	126.9317521	37.54505768
11777679	알토브레드	음식	제과제빵떡케익	제과점	서울특별시 마포구 대흥동 500-10	서울특별시 마포구 토정로31길	121875	4152	126.9444011	37.54363966
11753160	까페사이공	음식	커피점/카페	커피전문점/카페/다방	서울특별시 영등포구 문래동3가 58-57	서울특별시 영등포구 도림로	150835	7299	126.8947686	37.51451441
11784317	미가	음식	패스트푸드	패스트푸드	서울특별시 강서구 화곡동 340-67	서울특별시 강서구 강서로16길	157010	7756	126.8470003	37.5328534
11777122	카페수	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서초구 방배동 864-1	서울특별시 서초구 도구로	137060	6569	126.9854709	37.48738673
11770308	새절떡볶이	음식	분식	떡볶이전문	서울특별시 은평구 응암동 577-7	서울특별시 은평구 응암로	122010	3457	126.9172071	37.5914367
11782132	몽블랑제	음식	제과제빵떡케익	제과점	서울특별시 구로구 오류동 160-2	서울특별시 구로구 서해안로	152100	8357	126.8401362	37.49168079
11759000	봉봉씨의유쾌한김밥집	음식	분식	라면김밥분식	서울특별시 강북구 미아동 462-28	서울특별시 강북구 도봉로13길	142100	1206	127.0283555	37.6150742
11762761	영분식	음식	분식	라면김밥분식	서울특별시 서대문구 연희동 344-99	서울특별시 서대문구 성산로	120830	3727	126.930844	37.56268281
11773157	슬로윗카페구로구청지점	음식	커피점/카페	커피전문점/카페/다방	서울특별시 구로구 구로동 435	서울특별시 구로구 가마산로	152701	8284	126.888068	37.49572783
11778063	아리아리닭강정	음식	닭/오리요리	후라이드/양념치킨	서울특별시 강남구 대치동 937	서울특별시 강남구 도곡로	135704	6206	127.0532526	37.49695993
11753405	모범떡볶이1976	음식	분식	떡볶이전문	서울특별시 송파구 잠실동 185-7	서울특별시 송파구 백제고분로7길	138220	5559	127.0848188	37.51066149
11763082	엠제이김밥	음식	분식	라면김밥분식	서울특별시 송파구 장지동 880-1	서울특별시 송파구 위례광장로	138926	5849	127.1427697	37.48167657
11781581	베이글팩토리	음식	커피점/카페	커피전문점/카페/다방	서울특별시 용산구 청파동2가 8-28	서울특별시 용산구 청파로47나길	140132	4310	126.9673361	37.54629331
11779512	붕붕허니비또떡	음식	분식	라면김밥분식	서울특별시 마포구 동교동 153-3	서울특별시 마포구 양화로19길	121816	3994	126.9244115	37.55897517
11754851	네스카페대학로이음센터	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 동숭동 1-117	서울특별시 종로구 대학로	110765	3086	127.0023822	37.58118567
11760534	MONSTERSCAFE	음식	커피점/카페	커피전문점/카페/다방	서울특별시 송파구 신천동 29	서울특별시 송파구 올림픽로	138240	5551	127.1042839	37.51363101
11751808	신전떡볶이	음식	분식	떡볶이전문	서울특별시 광진구 광장동 244-12	서울특별시 광진구 아차산로73길	143805	4968	127.1045081	37.54598061
11752091	미분당	음식	분식	라면김밥분식	서울특별시 서대문구 창천동 62-9	서울특별시 서대문구 연세로5길	120834	3789	126.9352197	37.55664935
11785749	손주닭집	음식	닭/오리요리	후라이드/양념치킨	서울특별시 영등포구 양평동4가 22-1	서울특별시 영등포구 선유로47길	150866	7209	126.8950037	37.53539374
11764540	선인장	음식	커피점/카페	커피전문점/카페/다방	서울특별시 은평구 대조동 72-17	서울특별시 은평구 통일로69길	122947	3391	126.9254301	37.61017224
11777523	오빠만두	음식	분식	라면김밥분식	서울특별시 노원구 상계동 591-2	서울특별시 노원구 상계로1길	139200	1693	127.0620694	37.65795701
11749794	매드폭스커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 광진구 중곡동 74-1	서울특별시 광진구 긴고랑로44길	143220	4947	127.0947667	37.55983659
11778146	옛날통닭	음식	닭/오리요리	후라이드/양념치킨	서울특별시 성북구 정릉동 398-8	서울특별시 성북구 보국문로11길	136100	2709	127.0090803	37.60884994
11767241	그레이에스프레소	음식	커피점/카페	커피전문점/카페/다방	서울특별시 영등포구 여의도동 44-35	서울특별시 영등포구 여의대방로	150890	7333	126.9309114	37.51912706
11783193	떼루와	음식	커피점/카페	생과일주스전문점	서울특별시 노원구 중계동 364-20	서울특별시 노원구 한글비석로	139220	1734	127.0769919	37.65001947
11751054	스타벅스	음식	커피점/카페	커피전문점/카페/다방	서울특별시 용산구 용산동2가 1-3	서울특별시 용산구 남산공원길	140833	4340	126.9878557	37.55111136
11750575	매력터진샌씨네김밥	음식	분식	라면김밥분식	서울특별시 중랑구 중화동 279-20	서울특별시 중랑구 동일로140길	131120	2047	127.0805681	37.60442777
11770949	힐링카페지	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 대치동 890-59	서울특별시 강남구 선릉로86길	135280	6193	127.0520306	37.50415858
11760381	맥도날드당산역점	음식	패스트푸드	패스트푸드	서울특별시 영등포구 당산동6가 331-6	서울특별시 영등포구 양평로	150810	7222	126.9016253	37.53445536
11765719	미포참새조개찜	음식	분식	라면김밥분식	서울특별시 동대문구 청량리동 780	서울특별시 동대문구 왕산로35길	130870	2573	127.043167	37.58091061
11784893	KIMSCoffee	음식	커피점/카페	커피전문점/카페/다방	서울특별시 금천구 가산동 547-59	서울특별시 금천구 서부샛길	153803	8505	126.876966	37.47814253
11770439	호식이두마리치킨	음식	닭/오리요리	후라이드/양념치킨	서울특별시 노원구 상계동 140-185	서울특별시 노원구 한글비석로24바길	139200	1660	127.0730309	37.6641797
11769366	젤라리소	음식	커피점/카페	커피전문점/카페/다방	서울특별시 영등포구 여의도동 32-1	서울특별시 영등포구 국제금융로7길	150883	7339	126.9311906	37.52255356
11750866	셀란세종문화회관	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 세종로 81-3	서울특별시 종로구 세종대로	110821	3172	126.976153	37.57184256
11764897	공차	음식	커피점/카페	커피전문점/카페/다방	서울특별시 용산구 용산동2가 1-3	서울특별시 용산구 남산공원길	140833	4340	126.9878557	37.55111136
11760579	선릉역매운떡볶이	음식	분식	떡볶이전문	서울특별시 서초구 방배동 923-6	서울특별시 서초구 방배로13길	137060	6683	126.9952751	37.48312743
11752271	FromtheBean	음식	커피점/카페	커피전문점/카페/다방	서울특별시 송파구 오금동 50-3	서울특별시 송파구 오금로	138130	5661	127.1280092	37.50253628
11782640	사이버팰리스pc방	음식	커피점/카페	커피전문점/카페/다방	서울특별시 구로구 구로동 437	서울특별시 구로구 가마산로	152050	8284	126.8860229	37.49408668
11768708	만화북카페힐링	음식	커피점/카페	커피전문점/카페/다방	서울특별시 은평구 녹번동 141-8	서울특별시 은평구 진흥로	122833	3378	126.9260031	37.60813211
11754905	히로커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 마포구 합정동 398-21	서울특별시 마포구 희우정로1길	121886	4028	126.9077346	37.54923502
11787047	자유분식	음식	분식	라면김밥분식	서울특별시 금천구 가산동 60-20	서울특별시 금천구 벚꽃로	153717	8511	126.8850681	37.47843551
11769864	상봉칼국수	음식	분식	국수/만두/칼국수	서울특별시 중랑구 면목동 131-1	서울특별시 중랑구 봉우재로	131200	2144	127.0862865	37.59247027
11774673	키즈커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강서구 등촌동 73-1	서울특별시 강서구 양천로	157030	7575	126.8532583	37.56158526
11785880	네네치킨	음식	닭/오리요리	후라이드/양념치킨	서울특별시 송파구 장지동 880	서울특별시 송파구 위례광장로	138926	5849	127.1421812	37.48172636
11754522	카페엔조이	음식	커피점/카페	커피전문점/카페/다방	서울특별시 송파구 잠실동 40-1	서울특별시 송파구 올림픽로	138721	5554	127.0981244	37.51130447
11767606	시스터커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 노원구 공릉동 617-4	서울특별시 노원구 동일로	139240	1849	127.0754249	37.61918269
11765671	성북동올레국수	음식	분식	국수/만두/칼국수	서울특별시 용산구 이촌동 301-152	서울특별시 용산구 이촌로75길	140030	4423	126.9746547	37.52091154
11772959	참숯불닭발불떡볶이	음식	분식	떡볶이전문	서울특별시 서대문구 영천동 299	서울특별시 서대문구 통일로	120070	3734	126.9612799	37.57089268
11766349	커피가스타일을입는다	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강서구 등촌동 630-3	서울특별시 강서구 화곡로68길	157030	7550	126.8596601	37.55743043
11767853	둘리뮤지엄카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 도봉구 쌍문동 240-5	서울특별시 도봉구 시루봉로1길	132030	1376	127.0276197	37.65242505
11778476	친구네놀이터	음식	커피점/카페	커피전문점/카페/다방	서울특별시 마포구 서교동 405-3	서울특별시 마포구 잔다리로	121895	4048	126.9208534	37.55062611
11765059	59피자	음식	패스트푸드	피자전문	서울특별시 은평구 불광동 89-3	서울특별시 은평구 연서로	122040	3343	126.9286773	37.62541115
11782174	쥬씨	음식	커피점/카페	커피전문점/카페/다방	서울특별시 구로구 고척동 76-153	서울특별시 구로구 중앙로6길	152080	8223	126.8665497	37.50006458
11785438	또봉이통닭	음식	닭/오리요리	후라이드/양념치킨	서울특별시 강북구 수유동 10-30	서울특별시 강북구 노해로11길	142070	1078	127.022323	37.63891984
11769915	카페수다	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서대문구 연희동 715-4	서울특별시 서대문구 홍연길	120827	3695	126.9311095	37.57657921
11768805	뛰뛰빵빵	음식	제과제빵떡케익	제과점	서울특별시 동대문구 장안동 349-1	서울특별시 동대문구 장한로18길	130100	2640	127.0717052	37.56756872
11770778	바푸리	음식	분식	라면김밥분식	서울특별시 동대문구 장안동 93-42	서울특별시 동대문구 사가정로25길	130100	2515	127.0707231	37.58010356
11768553	중문닭갈비	음식	닭/오리요리	닭갈비전문	서울특별시 동작구 흑석동 207-65	서울특별시 동작구 흑석로6길	156861	6974	126.9569311	37.50604223
11775105	피자샵	음식	패스트푸드	피자전문	서울특별시 송파구 석촌동 251	서울특별시 송파구 가락로5길	138845	5690	127.1023675	37.4998573
11776640	델리아이스	음식	제과제빵떡케익	제과점	서울특별시 성북구 보문동4가 54	서울특별시 성북구 보문로22길	136084	2852	127.0211908	37.58355069
11785868	둘세	음식	커피점/카페	커피전문점/카페/다방	서울특별시 성동구 마장동 474-5	서울특별시 성동구 고산자로	133812	4704	127.0373235	37.57047405
11766321	공간PC방	음식	커피점/카페	커피전문점/카페/다방	서울특별시 마포구 신수동 27-2	서울특별시 마포구 서강대길	121854	4111	126.9398972	37.54923983
11769492	할리스커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 송파구 신천동 7-11	서울특별시 송파구 올림픽로35길	138921	5510	127.0995843	37.51594704
11778061	피자마루	음식	패스트푸드	피자전문	서울특별시 서대문구 연희동 131-1	서울특별시 서대문구 연희맛로	120825	3707	126.9296483	37.56714112
11784393	곰스육공삼	음식	분식	라면김밥분식	서울특별시 강남구 대치동 942-13	서울특별시 강남구 테헤란로82길	135280	6178	127.0580557	37.50622515
11767534	아카프	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강동구 성내동 528-5	서울특별시 강동구 성안로9길	134030	5395	127.1300153	37.5294567
11763344	카페마로니에	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서초구 방배동 935-20	서울특별시 서초구 방배로19길	137060	6672	126.9941723	37.48526256
11750587	오짱	음식	분식	라면김밥분식	서울특별시 송파구 잠실동 10	서울특별시 송파구 올림픽로	138220	5500	127.0759279	37.51618783
11774322	꿈터로뎀카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 관악구 봉천동 919-27	서울특별시 관악구 남부순환로210길	151050	8785	126.944595	37.48087446
11761351	EDIYA카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강서구 공항동 53-15	서울특별시 강서구 송정로	157812	7623	126.8099517	37.56094942
11754358	누룽지통닭구이	음식	닭/오리요리	후라이드/양념치킨	서울특별시 강서구 공항동 72-30	서울특별시 강서구 공항대로	157812	7622	126.8088489	37.56126267
11752341	커피상사	음식	커피점/카페	커피전문점/카페/다방	서울특별시 중랑구 묵동 122-188	서울특별시 중랑구 동일로152길	131140	2039	127.0794968	37.60865432
11781397	푸드하우스	음식	분식	라면김밥분식	서울특별시 성북구 정릉동 145-4	서울특별시 성북구 정릉로26길	136100	2814	127.0124305	37.60302127
11769519	신전떡볶이	음식	분식	떡볶이전문	서울특별시 강남구 도곡동 950-8	서울특별시 강남구 남부순환로359길	135270	6266	127.0358805	37.48650233
11773471	애니커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 역삼동 834-23	서울특별시 강남구 논현로67길	135080	6250	127.0346792	37.49286299
11782459	그래버커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 구로구 가리봉동 134-119	서울특별시 구로구 디지털로	152801	8395	126.8919852	37.48088836
11784420	부산어묵	음식	분식	라면김밥분식	서울특별시 마포구 망원동 376-8	서울특별시 마포구 월드컵로13길	121230	4012	126.9093264	37.55571018
11783228	카페피렌체	음식	커피점/카페	커피전문점/카페/다방	서울특별시 노원구 공릉동 345-3	서울특별시 노원구 공릉로	139240	1836	127.0793556	37.62378169
11772758	망고스틴	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 창신동 327-2	서울특별시 종로구 지봉로	110540	3121	127.0152674	37.57251771
11783455	김가네공릉점	음식	분식	라면김밥분식	서울특별시 노원구 공릉동 238-36	서울특별시 노원구 공릉로38길	139240	1819	127.080021	37.62310209
11783937	BBQ치킨	음식	닭/오리요리	후라이드/양념치킨	서울특별시 관악구 봉천동 1661-5	서울특별시 관악구 봉천로	151050	8792	126.960718	37.47762943
11775297	아뜨레케이크	음식	제과제빵떡케익	케익전문점	서울특별시 동작구 신대방동 349-6	서울특별시 동작구 여의대방로22길	156010	7060	126.9276122	37.49829199
11751065	교촌치킨	음식	닭/오리요리	후라이드/양념치킨	서울특별시 서대문구 홍제동 279-52	서울특별시 서대문구 세검정로	120090	3619	126.9486365	37.59575749
11762405	장터	음식	분식	라면김밥분식	서울특별시 강남구 역삼동 746-16	서울특별시 강남구 역삼로19길	135080	6247	127.0375471	37.4967339
11767411	토마토피자	음식	패스트푸드	피자전문	서울특별시 강동구 성내동 407-12	서울특별시 강동구 성안로	134030	5389	127.132277	37.53150973
11785500	맛있소면	음식	분식	라면김밥분식	서울특별시 동작구 상도1동 390	서울특별시 동작구 상도로	156836	6970	126.9495307	37.50143537
11785366	쥬씨	음식	커피점/카페	커피전문점/카페/다방	서울특별시 성동구 용답동 73-2	서울특별시 성동구 천호대로	133848	4804	127.0529424	37.56623932
11782276	을지칼국수	음식	분식	국수/만두/칼국수	서울특별시 중구 을지로3가 315-10	서울특별시 중구 을지로12길	100846	4550	126.9912901	37.56583677
11765834	죠샌드위치	음식	패스트푸드	샌드위치전문점	서울특별시 강남구 대치동 913-11	서울특별시 강남구 삼성로	135280	6202	127.0587045	37.5022927
11755853	파리크라상키친삼성역점	음식	제과제빵떡케익	제과점	서울특별시 강남구 대치동 945-5	서울특별시 강남구 테헤란로	135280	6181	127.0619798	37.50808552
11771600	봉평메밀막국수	음식	분식	국수/만두/칼국수	서울특별시 구로구 온수동 22-14	서울특별시 구로구 부일로1길	152905	8261	126.8216863	37.49208388
11762380	베트꽁쌀국수홍대점홍대점홍대점	음식	분식	국수/만두/칼국수	서울특별시 마포구 서교동 486	서울특별시 마포구 홍익로	121837	4055	126.9237401	37.553716
11751375	레또르떼	음식	제과제빵떡케익	제과점	서울특별시 마포구 연남동 567-17	서울특별시 마포구 연남로1길	121869	3990	126.9219688	37.56040356
11776781	참!잘했어요	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서대문구 북가좌동 377-34	서울특별시 서대문구 응암로	120130	3714	126.9088645	37.57729474
11760476	리틀파파포	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서초구 방배동 755-14	서울특별시 서초구 방배중앙로	137060	6552	126.9856769	37.49723701
11752802	셀렉토커피잠실시그마타워점	음식	커피점/카페	커피전문점/카페/다방	서울특별시 송파구 신천동 7-19	서울특별시 송파구 올림픽로	138734	5510	127.1024963	37.51460861
11783257	김밥	음식	분식	라면김밥분식	서울특별시 강북구 미아동 87-89	서울특별시 강북구 오현로	142100	1233	127.0341039	37.61639186
11774199	어오내닭볶이탕서울대입구맛집	음식	분식	라면김밥분식	서울특별시 관악구 봉천동 1598-2	서울특별시 관악구 관악로	151050	8788	126.9528078	37.47895621
11767295	엠엠티에이치089	음식	커피점/카페	커피전문점/카페/다방	서울특별시 성동구 성수동2가 339-160	서울특별시 성동구 뚝섬로	133120	4781	127.0543458	37.53939031
11763809	쥬씨양재점	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서초구 양재동 11-86	서울특별시 서초구 남부순환로356길	137130	6737	127.0378253	37.48386006
11761781	토마토김밥	음식	분식	라면김밥분식	서울특별시 동작구 신대방동 719	서울특별시 동작구 신대방1가길	156759	7072	126.9069209	37.48789348
11777741	아방가르드카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 구로구 신도림동 692	서울특별시 구로구 경인로	152706	8209	126.8884846	37.50805804
11752004	크라제맥스한양엠케이점	음식	패스트푸드	패스트푸드	서울특별시 성동구 행당동 17	서울특별시 성동구 왕십리로	133791	4763	127.0424353	37.55847765
11778562	요요프레쉬티바	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 신사동 629-15	서울특별시 강남구 도산대로	135895	6026	127.0326238	37.52157178
11772175	북촌손만두구로대륭포스트타워1차점	음식	분식	국수/만두/칼국수	서울특별시 구로구 구로동 212-8	서울특별시 구로구 디지털로	152050	8390	126.8954848	37.4835612
11763434	한스김밥	음식	분식	라면김밥분식	서울특별시 용산구 동자동 12	서울특별시 용산구 후암로	140709	4323	126.9735408	37.55348367
11766949	스타벅스	음식	커피점/카페	커피전문점/카페/다방	서울특별시 영등포구 여의도동 23-6	서울특별시 영등포구 의사당대로	150724	7325	126.9234298	37.52335708
11780023	SSG블랑제리	음식	제과제빵떡케익	제과점	서울특별시 양천구 목동 404-13	서울특별시 양천구 오목로	158050	8007	126.8767663	37.52394066
11769337	바니빈스커피숍	음식	커피점/카페	커피전문점/카페/다방	서울특별시 노원구 상계동 1105-66	서울특별시 노원구 동일로237나길	139200	1609	127.0531753	37.67559123
11755001	Cafe12	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강동구 상일동 258	서울특별시 강동구 상일로	134837	5282	127.1726422	37.55036122
11769928	코프컬라지	음식	커피점/카페	커피전문점/카페/다방	서울특별시 마포구 대흥동 270-1	서울특별시 마포구 대흥로	121809	4149	126.9417999	37.54753591
11776946	케이티그룹희망나눔재단광화문east	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 청진동 244	서울특별시 종로구 종로3길	110130	3155	126.9788678	37.57199222
11769481	BHC치킨	음식	닭/오리요리	후라이드/양념치킨	서울특별시 중랑구 중화동 120-6	서울특별시 중랑구 봉화산로	131120	2089	127.0849118	37.60208278
11805497	호치킨하우스	음식	닭/오리요리	후라이드/양념치킨	서울특별시 동작구 흑석동 102-130	서울특별시 동작구 서달로	156860	6972	126.9626721	37.50801203
11802586	브루클린더버거조인트	음식	패스트푸드	패스트푸드	서울특별시 강남구 압구정동 494	서울특별시 강남구 압구정로	135902	6008	127.0400807	37.52849864
11794168	드링크펀펀크레페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 서대문구 창천동 30-10	서울특별시 서대문구 신촌로	120834	3789	126.9362947	37.55586612
11797279	민들레분식	음식	분식	라면김밥분식	서울특별시 관악구 신림동 808-498	서울특별시 관악구 원신길	151862	8846	126.931362	37.4692671
11802144	루소주얼리커플링만들기	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 명륜2가 194-1	서울특별시 종로구 창경궁로	110522	3077	126.9993423	37.58330442
11798173	경상도떡볶이	음식	분식	떡볶이전문	서울특별시 중랑구 망우동 344-7	서울특별시 중랑구 망우로71길	131230	2060	127.103043	37.60210483
11793498	뉴욕핫도그앤커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 논현동 3-5	서울특별시 강남구 도산대로8길	135010	6038	127.0219219	37.51636567
11794419	할매칼국수	음식	분식	국수/만두/칼국수	서울특별시 강서구 화곡동 935-15	서울특별시 강서구 월정로	157010	7775	126.8393277	37.52856139
11790583	유가네닭갈비	음식	닭/오리요리	닭갈비전문	서울특별시 종로구 명륜2가 24-1	서울특별시 종로구 창경궁로34길	110522	3077	127.0010552	37.5839046
11805098	갤러리카페브레송	음식	커피점/카페	커피전문점/카페/다방	서울특별시 중구 충무로2가 52-10	서울특별시 중구 퇴계로	100861	4553	126.9899348	37.56141909
11792495	우리동네달떡볶이	음식	분식	떡볶이전문	서울특별시 강서구 등촌동 63-12	서울특별시 강서구 양천로	157030	7574	126.8508053	37.56284988
11794340	평창메밀막국수	음식	분식	국수/만두/칼국수	서울특별시 노원구 상계동 389-686	서울특별시 노원구 상계로	139200	1684	127.0707745	37.65879179
11793675	피자헛양재하나로마트점	음식	패스트푸드	피자전문	서울특별시 서초구 양재동 230	서울특별시 서초구 청계산로	137916	6797	127.0435124	37.46348822
11799609	춘천명물닭갈비	음식	닭/오리요리	닭갈비전문	서울특별시 강남구 개포동 1231-7	서울특별시 강남구 개포로22길	135240	6307	127.0480683	37.47772573
11802366	플립팝	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 명륜4가 59-3	서울특별시 종로구 대명길	110524	3078	126.9995741	37.58290091
11796825	마미맘피자노원점	음식	패스트푸드	피자전문	서울특별시 노원구 상계동 1279	서울특별시 노원구 노원로28길	139895	1704	127.0689959	37.6541915
11795780	커핀그루나루	음식	커피점/카페	커피전문점/카페/다방	서울특별시 중구 순화동 215	서울특별시 중구 통일로	100130	4517	126.969526	37.5631349
11794633	커피볶아주는남자CAFE끌림	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강서구 화곡동 107-13	서울특별시 강서구 화곡로	157010	7727	126.8425935	37.54199184
11802343	포엠하우스	음식	커피점/카페	커피전문점/카페/다방	서울특별시 종로구 혜화동 197-1	서울특별시 종로구 대학로14길	110530	3084	127.0026865	37.5838373
11791869	등촌샤브칼국수신월점	음식	분식	국수/만두/칼국수	서울특별시 양천구 신월동 23-5	서울특별시 양천구 화곡로	158090	7903	126.8328714	37.53993189
11793638	카페클라시코	음식	커피점/카페	커피전문점/카페/다방	서울특별시 영등포구 여의도동 20	서울특별시 영등포구 여의대로	150721	7336	126.9292801	37.52799658
11794104	카페마마스	음식	커피점/카페	커피전문점/카페/다방	서울특별시 중구 수하동 67	서울특별시 중구 을지로5길	100210	4539	126.9851339	37.56738787
11794416	춘천집닭갈비	음식	닭/오리요리	닭갈비전문	서울특별시 양천구 목동 405-92	서울특별시 양천구 신목로	158050	8006	126.8747769	37.52307475
11797767	리리움커피	음식	커피점/카페	커피전문점/카페/다방	서울특별시 송파구 송파동 32	서울특별시 송파구 석촌호수로	138170	5623	127.1059111	37.50997603
11794107	러빙헛카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 개포동 1218-16	서울특별시 강남구 개포로22길	135240	6308	127.0494243	37.47688965
11793006	클로리스티룸신논현점	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 역삼동 809-3	서울특별시 강남구 봉은사로2길	135080	6123	127.0255235	37.50385278
11794360	카페고메	음식	커피점/카페	커피전문점/카페/다방	서울특별시 노원구 상계동 693	서울특별시 노원구 동일로	139200	1694	127.0605308	37.65594447
11797259	빽다방삼성동공항타워점	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 삼성동 153-23	서울특별시 강남구 삼성로100길	135090	6166	127.0571819	37.51004766
11797705	라인프렌즈가로수길점	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 신사동 535-15	서울특별시 강남구 도산대로13길	135889	6034	127.0228274	37.51979716
11802511	파파스폴떡대학로점	음식	분식	떡볶이전문	서울특별시 종로구 명륜4가 77-1	서울특별시 종로구 대학로11길	110524	3078	127.0000581	37.58226528
11793022	타이티카페	음식	커피점/카페	커피전문점/카페/다방	서울특별시 강남구 역삼동 649-14	서울특별시 강남구 테헤란로	135080	6134	127.0306379	37.49930849
11797619	버거킹	음식	패스트푸드	패스트푸드	서울특별시 마포구 상암동 1603	서울특별시 마포구 성암로	121904	3925	126.8909658	37.5811105
11794408	해사랑	음식	커피점/카페	커피전문점/카페/다방	서울특별시 송파구 방이동 88-8	서울특별시 송파구 올림픽로	138050	5540	127.1157765	37.52034939
11796824	파스쿠찌	음식	커피점/카페	커피전문점/카페/다방	서울특별시 중구 태평로1가 29-2	서울특별시 중구 세종대로22길	100101	4520	126.9779497	37.5679386
11797646	삼삼S치킨	음식	닭/오리요리	후라이드/양념치킨	서울특별시 구로구 고척동 52-220	서울특별시 구로구 경인로47길	152080	8222	126.8659568	37.50113113
