"Hrapx","Hrapy","Lat","Lon","Globvalue"
"1128",464.25,631.8333,46.9889,-101.2266,0.2142
"1129",653.25,65.9167,25.5486,-95.608,0.2142
"1130",606.75,447.5833,38.1308,-95.0078,0.2142
"1131",461.1667,614.4167,46.1479,-101.469,0.2142
"1132",701.1667,176.9167,28.446,-93.0803,0.2142
"1133",642.0833,577.4167,44.0119,-91.7452,0.2142
"1134",443.9167,325.5,35.6149,-103.0188,0.2142
"1135",524.3333,316.5,34.82,-99.4784,0.215
"1136",811.8333,567,41.8012,-83.2986,0.215
"1137",531.75,337.8333,35.5049,-99.0479,0.215
"1138",725.8333,448.75,38.335,-89.2483,0.215
"1139",655.8333,68.0833,25.6009,-95.5012,0.215
"1140",610.5833,359.3333,35.3996,-95.4306,0.215
"1141",1533.1667,205,18.4932,-65.9353,0.215
"1142",775.5,567.8333,42.2128,-85.0373,0.215
"1143",700.8333,454.75,38.3726,-90.4183,0.215
"1144",809.0833,583.9167,42.373,-83.1076,0.215
"1145",657.9167,115.25,26.5542,-95.1431,0.215
"1146",432.9167,665.5,48.1175,-103.0336,0.215
"1147",801.1667,495.6667,39.3821,-85.0822,0.215
"1148",493.1667,238.4167,32.4307,-101.0981,0.215
"1149",479,567.4167,44.4058,-100.6523,0.215
"1150",751.1667,197.25,29.3967,-90.9663,0.215
"1151",600.5833,346.25,35.3233,-95.9345,0.215
"1152",480.0833,627.3333,46.7036,-100.3209,0.215
"1153",626.1667,109,26.7494,-96.3554,0.2158
"1154",391.5833,602.8333,45.8142,-105.4652,0.2158
"1155",561.25,580.75,44.5009,-96.0717,0.2158
"1156",406.1667,661.6667,48.0681,-104.6527,0.2158
"1157",543.3333,552.5,43.1927,-97.3121,0.2158
"1158",817.25,521.5,40.1912,-83.8816,0.2158
"1159",876.25,191.5833,27.9103,-86.3757,0.2158
"1160",648.25,577.8333,43.8749,-91.4264,0.2158
"1161",768.4167,436.75,37.2671,-87.5853,0.2158
"1162",721.8333,445.9167,38.1284,-89.4931,0.2158
"1163",292.3333,678.9167,48.9337,-111.6957,0.2158
"1164",416,659.1667,47.9799,-104.0656,0.2158
"1165",772.4167,443.25,37.441,-87.3146,0.2158
"1166",684.5833,169.1667,28.4771,-93.7692,0.2158
"1167",788.8333,586.75,42.6934,-84.0362,0.2158
"1168",607,566.5833,43.1245,-93.8961,0.2158
"1169",717.5,176.8333,28.443,-92.4602,0.2158
"1170",781.5,496.5,39.5969,-85.9757,0.2167
"1171",510.5833,93.75,27.0081,-100.7614,0.2167
"1172",455.25,226.4167,32.1108,-102.7173,0.2167
"1173",697.6667,74.8333,25.4605,-93.9461,0.2167
"1174",530.25,341.5833,35.541,-99.0861,0.2167
"1175",790.75,555.1667,41.46,-84.5624,0.2167
"1176",250.0833,686.4167,49.0061,-114.3339,0.2167
"1177",560.5833,451.4167,38.3477,-97.1768,0.2167
"1178",537.6667,618.75,45.9295,-97.0808,0.2167
"1179",555.25,581.5833,44.5403,-96.3845,0.2167
"1180",527.4167,22.6667,25.2386,-100.4012,0.2167
"1181",609.9167,550.6667,43.1552,-93.7442,0.2167
"1182",562.25,589.5833,44.5783,-95.9152,0.2175
"1183",660.25,407.6667,37.1731,-92.7479,0.2175
"1184",813.25,578.5,41.6506,-83.1448,0.2175
"1185",741.75,541.25,41.1487,-87.251,0.2175
"1186",824.8333,217.0833,29.4472,-87.9532,0.2175
"1187",575.0833,566.4167,44.0525,-95.4466,0.2175
"1188",469.25,203.9167,31.2733,-102.1685,0.2175
"1189",268.8333,684.9167,49.141,-113.1789,0.2175
"1190",469.1667,624.3333,46.5794,-100.9738,0.2175
"1191",497.25,629.5833,46.6573,-99.3273,0.2183
"1192",375,646.9167,47.5311,-106.5028,0.2183
"1193",485.25,548.1667,43.5224,-100.4278,0.2183
"1194",613.3333,342.25,35.2067,-95.4155,0.2183
"1195",436,632,47.1115,-102.8819,0.2183
"1196",493.6667,287.3333,34.0651,-100.9378,0.2183
"1197",488.3333,654.8333,47.913,-99.7034,0.2183
"1198",396.75,649.25,47.6158,-105.2196,0.2183
"1199",483.25,599.3333,45.0659,-100.2416,0.2183
"1200",594.9167,309.8333,34.4775,-96.448,0.2183
"1201",534.8333,635.6667,46.8553,-97.1008,0.2183
"1202",209.1667,689.5,48.9845,-116.8527,0.2183
"1203",728.6667,434.5,37.4299,-89.4072,0.2183
"1204",673,518.0833,41.082,-90.8925,0.2192
"1205",422.5,629.9167,47.0955,-103.6814,0.2192
"1206",533.5,559.5833,43.3532,-97.8278,0.2192
"1207",507.5,668.6667,48.0136,-98.5381,0.2192
"1208",429.1667,545.3333,43.4883,-103.4808,0.2192
"1209",507.9167,558.6667,43.1977,-99.1924,0.2192
"1210",420.5,212.1667,31.7625,-104.1743,0.2192
"1211",413.75,599.75,45.6323,-104.2156,0.2192
"1212",531.6667,545.1667,43.1858,-97.9726,0.2192
"1213",796.3333,587.75,42.5831,-83.6474,0.2192
"1214",490.1667,326.1667,34.9572,-100.9639,0.2192
"1215",696,428.3333,37.7223,-90.8933,0.2192
"1216",619.9167,353.6667,35.3924,-95.064,0.2192
"1217",615.3333,571.4167,43.948,-93.2362,0.2192
"1218",783.5,510.6667,39.8352,-85.6998,0.22
"1219",814.3333,438.3333,37.3797,-85.3994,0.22
"1220",392.8333,266.1667,33.6353,-105.3286,0.22
"1221",796.75,549.25,41.417,-84.3474,0.22
"1222",835.75,531,40.2756,-82.8554,0.22
"1223",445.3333,345.5,35.7795,-102.9154,0.22
"1224",469.75,656.75,47.8144,-100.8248,0.22
"1225",489.1667,663.1667,47.8184,-99.671,0.22
"1226",788.9167,577.5833,42.4335,-84.2051,0.22
"1227",538.8333,668.75,48.0329,-96.6313,0.22
"1228",872.5833,234.0833,29.5648,-85.9535,0.22
"1229",817.25,218.9167,29.7356,-88.2141,0.22
"1230",788.9167,577.6667,42.4152,-84.202,0.22
"1231",558.5833,640.6667,46.8042,-95.6843,0.22
"1232",249.5,683.3333,49.0314,-114.3416,0.22
"1233",522.6667,208.5833,31.134,-99.9668,0.2208
"1234",517.3333,558.75,43.5018,-98.7043,0.2208
"1235",574.75,584.5833,44.5645,-95.2942,0.2208
"1236",489.9167,659.9167,47.8585,-99.6159,0.2208
"1237",788.3333,585.1667,42.6387,-84.09,0.2208
"1238",825.8333,230.5,30.0871,-87.7521,0.2208
"1239",446.6667,566.1667,44.432,-102.4307,0.2208
"1240",468.0833,223.0833,31.9334,-102.1864,0.2208
"1241",821.8333,548,41.0189,-83.184,0.2208
"1242",546,554.4167,43.6886,-97.0872,0.2208
"1243",847.75,225.75,29.517,-86.9889,0.2208
"1244",411.5,630,47.0993,-104.3265,0.2208
"1245",651.8333,460.9167,38.9913,-92.563,0.2208
"1246",410.25,606.5833,46.0611,-104.4134,0.2208
"1247",388.8333,648.4167,47.51,-105.6759,0.2208
"1248",886.4167,554.8333,40.3612,-80.0782,0.2208
"1249",788.4167,582.1667,42.4966,-84.1407,0.2217
"1250",418.1667,631.1667,47.1188,-103.9339,0.2217
"1251",514.5,580.5833,44.6008,-98.633,0.2217
"1252",771.1667,574.9167,42.5411,-85.122,0.2217
"1253",239.75,687.4167,49.0003,-114.9705,0.2217
"1254",239.8333,688.0833,49.151,-114.9817,0.2217
"1255",500.4167,305.6667,34.7119,-100.5769,0.2217
"1256",780.6667,555.75,41.7688,-85.0005,0.2217
"1257",575.1667,308.5833,34.4847,-97.3124,0.2217
"1258",522.0833,338.75,35.2187,-99.4977,0.2217
"1259",521.0833,452.0833,38.6719,-99.0516,0.2217
"1260",245.5,686.5,49.0225,-114.6153,0.2217
"1261",473.1667,598.8333,45.5111,-100.8617,0.2217
"1262",778.8333,568.0833,41.7912,-84.9694,0.2217
"1263",623.25,420.5833,37.63,-94.3422,0.2217
"1264",793.5,569.9167,42.0657,-84.125,0.2217
"1265",518.0833,581,44.6508,-98.4291,0.2217
"1266",360.6667,626.0833,47.1077,-107.3246,0.2217
"1267",562.3333,563.25,43.9093,-96.1555,0.2217
"1268",475.25,630.3333,46.5411,-100.5878,0.2217
"1269",489.5,566.5833,43.614,-100.137,0.2225
"1270",423.75,654.5833,47.8898,-103.5874,0.2225
"1271",485.8333,207.8333,31.3049,-101.4886,0.2225
"1272",453.1667,633.0833,47.0821,-101.8762,0.2225
"1273",473.1667,254.25,33.1023,-101.9029,0.2225
"1274",509,549.8333,43.3147,-99.1544,0.2225
"1275",767.75,572.9167,42.5789,-85.329,0.2225
"1276",530.3333,602.4167,45.4422,-97.614,0.2233
"1277",412.5833,605.8333,45.8017,-104.2714,0.2233
"1278",395.6667,66.0833,26.8418,-105.1805,0.2233
"1279",403.75,645.75,47.6125,-104.7894,0.2233
"1280",901.3333,241.5,29.5593,-84.7812,0.2233
"1281",610.4167,117.25,27.1061,-96.9012,0.2233
"1282",245.5833,689.0833,49.1539,-114.6361,0.2233
"1283",543.5,116.3333,27.4757,-99.4311,0.2233
"1284",504.4167,627,46.6617,-98.9197,0.2233
"1285",504.0833,266,33.316,-100.5487,0.2233
"1286",550.0833,556.5833,43.3753,-96.9205,0.2233
"1287",478.4167,629.5,46.8817,-100.4096,0.2233
"1288",404.75,663.0833,47.8931,-104.7363,0.2233
"1289",790,562.3333,41.8843,-84.4318,0.2233
"1290",774,551.75,41.3512,-85.501,0.2233
"1291",771.25,484.5,39.096,-86.6501,0.2233
"1292",805.4167,218,29.7281,-88.676,0.2233
"1293",655.3333,459.5833,38.2217,-92.6197,0.2233
"1294",815,568.8333,41.8107,-83.1102,0.2233
"1295",825.8333,438.0833,37.2375,-84.9023,0.2233
"1296",481.1667,327.4167,35.326,-101.3524,0.2242
"1297",505.25,579.4167,44.639,-99.1439,0.2242
"1298",480.6667,545.4167,43.2662,-100.6801,0.2242
"1299",516.25,298.8333,34.4898,-99.9146,0.2242
"1300",790.5833,544.1667,41.3425,-84.7305,0.2242
"1301",712.3333,445.5,38.2888,-89.9087,0.2242
"1302",795.6667,549.3333,41.4366,-84.3971,0.2242
"1303",558.3333,560.4167,43.7788,-96.3986,0.2242
"1304",443.25,596.75,45.5147,-102.5448,0.2242
"1305",796.8333,214.5,29.4968,-89.0573,0.2242
"1306",524.5,557.5833,43.9192,-98.2293,0.2242
"1307",800.75,433.4167,37.3929,-86.0706,0.2242
"1308",442.8333,651.9167,47.7197,-102.4501,0.225
"1309",750,532.4167,40.8808,-86.9466,0.225
"1310",492.8333,632,46.6656,-99.5645,0.225
"1311",770.1667,219.1667,30.344,-90.017,0.225
"1312",683.9167,453.5,38.1222,-91.2928,0.225
"1313",499.0833,315.4167,34.8309,-100.6135,0.225
"1314",247.75,688.3333,49.1432,-114.4975,0.225
"1315",425,307.3333,34.9276,-103.9018,0.225
"1316",422.4167,289.5833,34.4958,-104.0431,0.225
"1317",600,136.9167,27.8034,-97.1903,0.225
"1318",827.5,547.75,40.9844,-82.9235,0.225
"1319",556.4167,568.4167,44.1462,-96.4313,0.225
"1320",530.1667,580.3333,44.7059,-97.7652,0.225
"1321",827.5833,557.4167,41.3052,-82.7342,0.225
"1322",684.6667,490.8333,39.9367,-90.6941,0.225
"1323",599.6667,65.1667,26.1543,-97.5876,0.225
"1324",764.6667,528.8333,40.9934,-86.2518,0.225
"1325",425.5,663.25,47.9969,-103.4782,0.225
"1326",486.75,628.3333,46.735,-99.9362,0.225
"1327",840.25,205.25,28.7109,-87.5306,0.225
"1328",778,561,41.5307,-85.1503,0.225
"1329",802.5833,232.5,30.3998,-88.6194,0.225
"1330",284.1667,686,49.2689,-112.2466,0.2258
"1331",507.5833,635.3333,46.8919,-98.6854,0.2258
"1332",271.4167,682,49.0033,-112.9953,0.2258
"1333",792.1667,569.5,42.1315,-84.199,0.2258
"1334",499.75,550.5,43.3495,-99.6364,0.2258
"1335",448.25,657.75,47.8624,-102.1123,0.2258
"1336",825.1667,230.1667,30.0913,-87.7818,0.2258
"1337",807.5,549.75,41.318,-83.8266,0.2258
"1338",388.25,641.8333,47.4542,-105.7079,0.2258
"1339",652.0833,64.4167,25.4938,-95.6577,0.2258
"1340",636,434.4167,38.1007,-93.6116,0.2258
"1341",342.4167,646.6667,47.6513,-108.4629,0.2258
"1342",265.5833,686.0833,49.2373,-113.387,0.2258
"1343",807.0833,497.3333,39.3697,-84.784,0.2258
"1344",438.8333,665.3333,48.1283,-102.6771,0.2267
"1345",801.9167,563.8333,41.8133,-83.8301,0.2267
"1346",849.4167,586.5,41.9576,-81.1247,0.2267
"1347",433.5,657.1667,48.0157,-102.9985,0.2267
"1348",732.6667,215.3333,30.2646,-91.5285,0.2267
"1349",500.1667,310.6667,34.7841,-100.5684,0.2267
"1350",787.5,585.75,42.6758,-84.1202,0.2267
"1351",697.75,430.8333,37.3056,-90.9196,0.2267
"1352",516.9167,333.5,35.4695,-99.7279,0.2267
"1353",780.1667,219.75,30.2147,-89.6246,0.2267
"1354",879.5833,599.75,41.9957,-79.4212,0.2267
"1355",871.9167,566.25,40.9374,-80.5014,0.2267
"1356",768.5,433.0833,37.2112,-87.5634,0.2267
"1357",544.1667,558.3333,43.844,-97.1715,0.2267
"1358",413.6667,648.0833,47.6714,-104.1977,0.2267
"1359",787.6667,579.8333,42.4299,-84.219,0.2267
"1360",545.8333,340.8333,35.4351,-98.4087,0.2267
"1361",796.75,463.1667,38.306,-85.8044,0.2267
"1362",553.3333,534.9167,42.9894,-96.8416,0.2267
"1363",877.25,233.6667,29.5017,-85.7935,0.2267
"1364",503.9167,273.6667,33.6147,-100.5371,0.2267
"1365",722.8333,159.5,27.8373,-92.3986,0.2267
"1366",407.5833,252.4167,33.2441,-104.6988,0.2267
"1367",610.0833,55.5,25.5784,-97.2365,0.2275
"1368",752.9167,537.25,41.1862,-86.694,0.2275
"1369",619.4167,121.75,27.2383,-96.5427,0.2275
"1370",549.25,564.5,43.3588,-96.9705,0.2275
"1371",799,542.1667,41.1382,-84.3669,0.2275
"1372",801.25,533.75,40.4128,-84.4874,0.2275
"1373",272.6667,682.5,49.0438,-112.9219,0.2275
"1374",237.4167,688.9167,49.0943,-115.1306,0.2275
"1375",459.25,604.25,45.8101,-101.6133,0.2275
"1376",422.4167,645.1667,47.4435,-103.6701,0.2275
"1377",482.5833,577.8333,44.7647,-100.4209,0.2275
"1378",466.6667,46.6667,26.0641,-102.5618,0.2275
"1379",468.8333,556.0833,43.9585,-101.2413,0.2275
"1380",815,230.6667,30.2699,-88.1638,0.2275
"1381",836,224.8333,29.6791,-87.4396,0.2275
"1382",464.5833,607.9167,45.753,-101.2915,0.2275
"1383",454.0833,307.0833,34.7136,-102.6221,0.2275
"1384",388.3333,662.6667,48.0364,-105.7118,0.2275
"1385",270,684.8333,49.0727,-113.1037,0.2283
"1386",580.75,583.25,44.4263,-94.9919,0.2283
"1387",462.25,629.3333,46.8234,-101.3539,0.2283
"1388",505.0833,564.0833,44.2097,-99.246,0.2283
"1389",517,659.25,47.9665,-97.9641,0.2283
"1390",525.5,315.8333,34.8909,-99.4355,0.2283
"1391",488.3333,658.8333,47.9453,-99.6872,0.2283
"1392",728.5833,553.0833,41.7668,-87.6617,0.2283
"1393",544.6667,602.75,45.2442,-96.8267,0.2283
"1394",437.4167,631.5,47.0222,-102.7962,0.2283
"1395",569.6667,621.3333,46.0174,-95.2347,0.2283
"1396",436.9167,601.3333,45.5169,-102.8824,0.2283
"1397",775.75,560.6667,41.5401,-85.2656,0.2283
"1398",381.9167,654.5833,47.7449,-106.097,0.2283
"1399",673.1667,562.4167,42.8777,-90.2722,0.2283
"1400",534.8333,630.0833,46.6254,-97.1405,0.2283
"1401",835.5833,223.9167,29.5816,-87.466,0.2283
"1402",356.0833,630.3333,47.2529,-107.6042,0.2283
"1403",500.6667,559.0833,43.9436,-99.503,0.2283
"1404",813.5833,588.3333,42.4012,-82.8026,0.2283
"1405",837.5,598.9167,42.4179,-81.4367,0.2283
"1406",465.8333,627.4167,46.6841,-101.1487,0.2283
"1407",605.6667,126.9167,27.4028,-97.0269,0.2283
"1408",412.6667,614.5,46.204,-104.2522,0.2292
"1409",828.1667,441.8333,37.3184,-84.7405,0.2292
"1410",403.3333,655.5833,47.723,-104.8206,0.2292
"1411",553.9167,554.4167,43.6344,-96.6811,0.2292
"1412",663,424.5,37.7113,-92.4549,0.2292
"1413",795.9167,588,42.6252,-83.6671,0.2292
"1414",410.25,665.3333,47.9703,-104.4086,0.2292
"1415",737.3333,451.25,38.2965,-88.6912,0.2292
"1416",276.3333,683.3333,49.1196,-112.7031,0.2292
"1417",708.1667,436.8333,37.9336,-90.2244,0.2292
"1418",449.8333,242.9167,32.6766,-102.9042,0.2292
"1419",411.75,48.8333,26.2428,-104.5839,0.2292
"1420",538.3333,16.6667,25.0164,-100.0264,0.2292
"1421",794,545,41.3071,-84.5511,0.2292
"1422",664.6667,364.75,35.4814,-92.987,0.2292
"1423",433.1667,608.25,45.916,-103.0782,0.2292
"1424",825.5833,232.75,30.1397,-87.736,0.2292
"1425",854,585.75,41.8552,-80.9247,0.2292
"1426",542.3333,558.6667,43.8701,-97.2627,0.2292
"1427",442.5833,648.9167,47.7094,-102.4613,0.2292
"1428",508.3333,658.4167,48.062,-98.4762,0.2292
"1429",764.75,428.1667,37.1901,-87.7804,0.2292
"1430",357.6667,648.4167,47.5823,-107.5369,0.2292
"1431",724.0833,158.75,27.8065,-92.3573,0.23
"1432",224.25,688.6667,48.9565,-115.9213,0.23
"1433",549,320.0833,34.8324,-98.3943,0.23
"1434",226.8333,688.8333,49.0408,-115.7755,0.23
"1435",554.75,567.3333,44.0496,-96.5333,0.23
"1436",746.0833,214,30.2511,-91.0093,0.23
"1437",504.6667,244.75,32.6057,-100.5995,0.23
"1438",536.5833,631.0833,46.7477,-97.0274,0.23
"1439",506.5,561.5833,44.0696,-99.1842,0.23
"1440",748.3333,455.6667,38.1192,-88.225,0.23
"1441",707.1667,432.9167,37.7062,-90.3366,0.23
"1442",770.75,170.5,27.8334,-90.5168,0.23
"1443",490.75,668,48.1101,-99.5398,0.23
"1444",655.4167,518.9167,41.1198,-91.7515,0.23
"1445",644.0833,221.8333,30.9178,-94.9908,0.23
"1446",788.25,460.4167,38.2995,-86.2314,0.23
"1447",649.5833,68.0833,25.6141,-95.7262,0.23
"1448",833.8333,223.3333,29.6671,-87.5378,0.23
"1449",502.4167,666.0833,48.1207,-98.8226,0.23
"1450",520.5,282.1667,33.7186,-99.7988,0.23
"1451",775.6667,580.5833,42.7323,-84.7994,0.2308
"1452",760.6667,516.0833,40.1736,-86.6956,0.2308
"1453",534.8333,580.4167,44.5167,-97.5184,0.2308
"1454",829.5,196.5,28.6491,-88.0165,0.2308
"1455",498.8333,626.25,46.454,-99.2424,0.2308
"1456",507.25,556.4167,43.8724,-99.1734,0.2308
"1457",783.75,436.25,37.4149,-86.8136,0.2308
"1458",452.8333,234.5,32.4651,-102.8023,0.2308
"1459",796.25,582.25,42.453,-83.7603,0.2308
"1460",780.9167,217.5833,30.0977,-89.6166,0.2308
"1461",752.1667,546.9167,41.4383,-86.6306,0.2308
"1462",480.5833,668.6667,48.092,-100.1522,0.2308
"1463",550.0833,269.9167,33.1984,-98.58,0.2308
"1464",557.5,651.8333,46.8583,-95.5716,0.2308
"1465",491.5833,555.1667,43.3879,-100.0917,0.2317
"1466",497.3333,635.1667,46.9125,-99.2793,0.2317
"1467",244.4167,686.75,49.1244,-114.6858,0.2317
"1468",365.0833,595.3333,45.6473,-106.9849,0.2317
"1469",249,692.25,49.24,-114.4575,0.2317
"1470",697.8333,384.8333,36.083,-91.313,0.2317
"1471",770.6667,580.8333,42.8031,-85.0472,0.2317
"1472",400.9167,303,35.0725,-104.9816,0.2317
"1473",527.5833,258.75,32.9556,-99.5789,0.2317
"1474",504.3333,552.5,43.1613,-99.4238,0.2317
"1475",834.9167,583,41.9918,-81.8855,0.2317
"1476",742.0833,550.75,41.7529,-87.0483,0.2317
"1477",825.3333,465.6667,38.1873,-84.4767,0.2317
"1478",481.0833,599.0833,45.4291,-100.4004,0.2317
"1479",732.0833,210.8333,30.2273,-91.586,0.2317
"1480",651.1667,67.1667,25.587,-95.6749,0.2317
"1481",820.25,578.9167,42.0496,-82.6647,0.2317
"1482",421.4167,658.6667,48.0402,-103.7246,0.2317
"1483",277.1667,687.25,49.2706,-112.6894,0.2317
"1484",456.5833,567.9167,44.461,-101.8798,0.2317
"1485",579.5833,565,43.9296,-95.211,0.2317
"1486",464.6667,299.5833,34.5681,-102.165,0.2317
"1487",232.5,687.25,48.9805,-115.412,0.2325
"1488",821.6667,525.25,40.2357,-83.6113,0.2325
"1489",617.4167,567.1667,43.7021,-93.182,0.2325
"1490",573.6667,566.75,43.936,-95.5132,0.2325
"1491",227.75,687.3333,49.0081,-115.7023,0.2325
"1492",633.75,425.9167,37.3758,-93.8902,0.2325
"1493",298.4167,687.3333,49.3517,-111.3805,0.2325
"1494",438.0833,349.4167,35.8103,-103.2141,0.2325
"1495",427.0833,318,35.3982,-103.8021,0.2325
"1496",543.3333,566.6667,44.1176,-97.1612,0.2325
"1497",285.6667,681.25,49.06,-112.1181,0.2325
"1498",448.6667,594.8333,45.3484,-102.2496,0.2333
"1499",504.5833,262.0833,33.2362,-100.5459,0.2333
"1500",806.5833,186.75,28.3853,-88.9876,0.2333
"1501",838.5833,586.5833,42.0786,-81.6373,0.2333
"1502",791.9167,574.0833,42.2684,-84.126,0.2333
"1503",730.0833,547.6667,41.7654,-87.6793,0.2333
"1504",443,548.5833,43.8772,-102.6791,0.2333
"1505",790.8333,583.9167,42.6311,-83.995,0.2333
"1506",837.5833,222.5,29.4648,-87.4185,0.2333
"1507",797.75,563,41.3262,-84.1784,0.2333
"1508",726.1667,451.6667,38.4425,-89.195,0.2333
"1509",573.25,348.0833,35.5064,-97.1316,0.2333
"1510",558.25,565.4167,43.8623,-96.3584,0.2333
"1511",774,239.5,30.9359,-89.6536,0.2333
"1512",540.6667,576.25,44.4795,-97.2304,0.2333
"1513",793.1667,225.1667,30.2735,-89.0648,0.2333
"1514",499,572.5,44.3883,-99.5235,0.2333
"1515",234.5833,688.4167,49.0567,-115.2978,0.2342
"1516",453.25,598.75,45.5523,-101.9766,0.2342
"1517",758.0833,454,38.0904,-87.7186,0.2342
"1518",764.75,187.0833,28.7494,-90.5529,0.2342
"1519",778.5,222.4167,30.3836,-89.6607,0.2342
"1520",565.75,587.5833,44.598,-95.776,0.2342
"1521",421.5833,653.4167,47.7367,-103.7144,0.2342
"1522",525.9167,269.8333,33.4852,-99.6096,0.2342
"1523",811.8333,522,40.2273,-84.1237,0.2342
"1524",816.9167,573.8333,41.9137,-82.9245,0.2342
"1525",608.0833,565.6667,43.7506,-93.6923,0.2342
"1526",538.9167,545.8333,43.448,-97.5391,0.2342
"1527",535.6667,586.4167,44.7848,-97.4314,0.2342
"1528",818,551.5,41.2235,-83.2984,0.2342
"1529",845.75,226.5833,29.5982,-87.0527,0.2342
"1530",619.5833,72.9167,26.0843,-96.8081,0.2342
"1531",555.75,573.6667,44.3343,-96.4376,0.2342
"1532",382.5833,626.5833,47.0705,-106.0328,0.2342
"1533",535.9167,563.0833,44.0998,-97.582,0.2342
"1534",539.8333,554.6667,43.4397,-97.4793,0.2342
"1535",850.5,228.1667,29.6345,-86.8531,0.2342
"1536",822,591.5833,42.4231,-82.3304,0.2342
"1537",547,550.3333,43.4969,-97.086,0.235
"1538",441.5,623.0833,46.4954,-102.5884,0.235
"1539",485,280.6667,33.7511,-101.3288,0.235
"1540",469.0833,568,44.4085,-101.1939,0.235
"1541",411.8333,654.6667,47.7405,-104.3118,0.235
"1542",279.3333,681.1667,49.038,-112.5044,0.235
"1543",797.75,544.9167,41.2806,-84.3765,0.235
"1544",478.5833,599.25,45.3432,-100.5388,0.235
"1545",531.5,561.4167,43.8968,-97.831,0.235
"1546",516.4167,632.1667,46.7272,-98.1815,0.235
"1547",481.25,602.75,45.7197,-100.3875,0.235
"1548",773.3333,218.25,30.2006,-89.9051,0.235
"1549",773.9167,465.6667,38.1546,-86.9293,0.235
"1550",488.0833,596.4167,45.2816,-100.0177,0.235
"1551",750.9167,195.9167,29.3258,-90.9872,0.235
"1552",723.0833,86.1667,25.7422,-92.9484,0.235
"1553",710.9167,475.25,39.4888,-89.5971,0.235
"1554",566.75,336.0833,35.2519,-97.4947,0.235
"1555",646.1667,136.25,27.3374,-95.443,0.235
"1556",471.5,259.4167,33.1741,-101.9516,0.235
"1557",277.6667,683.4167,49.1172,-112.6242,0.2358
"1558",796.4167,206.4167,29.352,-89.1457,0.2358
"1559",782.9167,577.75,42.5041,-84.4946,0.2358
"1560",378.4167,642.4167,47.4398,-106.2824,0.2358
"1561",579.6667,558.8333,43.2053,-95.3331,0.2358
"1562",244.4167,688.5833,49.0681,-114.7022,0.2358
"1563",442.0833,593.3333,45.3519,-102.6213,0.2358
"1564",678.75,368.75,35.4391,-92.3534,0.2358
"1565",792.9167,222.5,30.1662,-89.1041,0.2358
"1566",568.75,224.75,31.4802,-98.0292,0.2358
"1567",816.6667,534.8333,40.6324,-83.6686,0.2358
"1568",403.1667,645.0833,47.4805,-104.8152,0.2358
"1569",490.9167,302.8333,34.5295,-101.0051,0.2358
"1570",394,639.9167,47.4842,-105.3526,0.2358
"1571",829.6667,441.1667,37.2928,-84.6864,0.2358
"1572",436.5833,629.6667,46.9575,-102.8502,0.2358
"1573",488.5833,631.75,46.8729,-99.8123,0.2358
"1574",900,238.9167,29.4872,-84.8663,0.2358
"1575",733.4167,219.0833,30.6775,-91.4504,0.2358
"1576",792.9167,529.5833,40.3788,-84.946,0.2367
"1577",578.75,37.9167,25.3379,-98.4668,0.2367
"1578",538.1667,579.5833,44.4522,-97.3398,0.2367
"1579",386.8333,653.6667,47.7272,-105.802,0.2367
"1580",484.6667,614.25,45.9898,-100.1334,0.2367
"1581",503.0833,330.25,35.3976,-100.3559,0.2367
"1582",693.1667,559.1667,42.9224,-89.2948,0.2367
"1583",817.3333,550.3333,41.1642,-83.351,0.2367
"1584",682.4167,202.6667,30.1947,-93.608,0.2367
"1585",446.75,215.3333,31.6194,-103.0773,0.2367
"1586",685.25,80.5833,25.9167,-94.3579,0.2367
"1587",865.9167,206.25,28.6371,-86.5529,0.2367
"1588",793.75,488.75,39.1802,-85.5373,0.2367
"1589",653.0833,405.5,37.1147,-93.0804,0.2367
"1590",788.1667,458.1667,38.2437,-86.2666,0.2367
"1591",538.5833,583,44.6634,-97.2957,0.2367
"1592",825.5,439,37.2726,-84.9022,0.2367
"1593",282.8333,680.8333,48.9727,-112.2886,0.2367
"1594",496.75,601,45.5958,-99.5253,0.2367
"1595",247.9167,688.3333,49.1648,-114.4893,0.2367
"1596",483.3333,547.4167,43.2922,-100.5156,0.2375
"1597",509.8333,556.5833,43.8477,-99.0309,0.2375
"1598",586.4167,93.9167,26.5391,-97.907,0.2375
"1599",628.8333,579.6667,44.1085,-92.4347,0.2375
"1600",487.0833,618.5,46.0679,-99.962,0.2375
"1601",421.0833,246.0833,32.9961,-104.1288,0.2375
"1602",754.9167,545.9167,41.3278,-86.5103,0.2375
"1603",385.25,592.3333,45.336,-105.8169,0.2375
"1604",485.0833,654.8333,47.8408,-99.9016,0.2375
"1605",780.75,530.0833,40.5483,-85.5221,0.2375
"1606",842.8333,581.0833,41.8398,-81.5498,0.2375
"1607",756.3333,558.75,41.7771,-86.2157,0.2375
"1608",473.6667,611.75,45.7307,-100.7627,0.2375
"1609",478,602.3333,45.6971,-100.5686,0.2375
"1610",708.75,463.5833,38.3099,-90.0282,0.2375
"1611",785.25,553.6667,41.177,-84.9396,0.2375
"1612",498.3333,327.75,35.0299,-100.5938,0.2375
"1613",504.1667,613.5833,45.8423,-99.0233,0.2383
"1614",519.6667,663.4167,47.9064,-97.815,0.2383
