"Hrapx","Hrapy","Lat","Lon","Globvalue"
"5864",488.6667,305.5,34.673,-101.1002,0.3808
"5865",482.1667,621.5833,46.3786,-100.2363,0.3808
"5866",632.1667,566.0833,43.5069,-92.4212,0.3808
"5867",810.9167,146.6667,26.896,-89.253,0.3808
"5868",471.4167,274,33.6702,-101.9304,0.3808
"5869",727.5,225.5,30.8101,-91.635,0.3808
"5870",528.25,274.1667,33.4336,-99.4839,0.3808
"5871",829.75,431.8333,36.961,-84.8316,0.3808
"5872",651.75,224.3333,31.0912,-94.658,0.3808
"5873",451.5833,594.6667,45.363,-102.0845,0.3808
"5874",801.75,521.4167,40.4003,-84.6038,0.3817
"5875",540.1667,635.75,46.7423,-96.7884,0.3817
"5876",253.0833,694.4167,49.3786,-114.2305,0.3817
"5877",843,535.9167,40.3286,-82.4322,0.3817
"5878",511.25,616.3333,46.0741,-98.609,0.3817
"5879",562.6667,259.75,32.906,-98.0992,0.3817
"5880",657.3333,426.9167,37.9139,-92.6832,0.3817
"5881",753.1667,509.3333,40.0568,-87.1529,0.3817
"5882",726.5,410.75,36.9524,-89.7053,0.3817
"5883",694.0833,437.5,38.0516,-90.8604,0.3817
"5884",751,575.6667,42.7281,-86.1096,0.3817
"5885",525.5,307.3333,34.6335,-99.4818,0.3817
"5886",845.8333,517.25,39.6857,-82.6522,0.3817
"5887",438.5,607.5,46.0828,-102.7965,0.3817
"5888",714.8333,440.3333,37.7996,-89.9585,0.3817
"5889",737.25,564.25,42.6422,-86.9877,0.3817
"5890",236.6667,693.4167,49.3304,-115.2301,0.3825
"5891",520.25,262.5,33.151,-99.8787,0.3825
"5892",628.75,220.3333,31.293,-95.6076,0.3825
"5893",280.0833,708.3333,50.1201,-112.6797,0.3825
"5894",746.75,211.0833,30.1472,-91.0071,0.3825
"5895",415,230.75,32.3928,-104.3927,0.3825
"5896",738.1667,546.9167,41.6086,-87.3137,0.3825
"5897",819.6667,548.6667,41.0748,-83.2736,0.3825
"5898",384.5,620.3333,46.6345,-105.9038,0.3825
"5899",489.4167,580.4167,44.7821,-100.018,0.3825
"5900",465.0833,340.5833,35.6858,-102.0258,0.3825
"5901",659.25,384.5,36.3734,-92.9992,0.3825
"5902",599.5833,352.8333,35.5439,-95.9378,0.3825
"5903",809.3333,521.5,40.2852,-84.2474,0.3825
"5904",773.5833,165.5833,27.668,-90.4578,0.3825
"5905",534.75,606.25,45.5074,-97.3413,0.3825
"5906",855.8333,221.5833,29.2632,-86.7379,0.3825
"5907",533.5833,300.25,34.2968,-99.1675,0.3825
"5908",816.3333,229.3333,30.2237,-88.1286,0.3825
"5909",564.8333,118.5,27.4424,-98.6098,0.3825
"5910",749.6667,485.1667,39.285,-87.6539,0.3833
"5911",696.1667,471,38.8812,-90.4411,0.3833
"5912",816.25,508.25,39.7624,-84.1621,0.3833
"5913",827.25,534.5833,40.5041,-83.1822,0.3833
"5914",671.6667,355.5,35.2724,-92.7592,0.3833
"5915",580.25,603.0833,45.2546,-94.8544,0.3833
"5916",614,399.6667,37.0604,-94.9206,0.3833
"5917",839.6667,523.1667,39.9571,-82.8228,0.3833
"5918",418.1667,206.1667,31.5524,-104.274,0.3833
"5919",451,590.6667,45.2406,-102.1285,0.3833
"5920",893,211.0833,28.5075,-85.5023,0.3833
"5921",810.9167,514.8333,39.9017,-84.3159,0.3833
"5922",485.6667,613,45.9239,-100.0943,0.3833
"5923",546.8333,284.75,33.8022,-98.6561,0.3833
"5924",839.5,440.5,37.1245,-84.2708,0.3842
"5925",809.4167,505.3333,39.6502,-84.5362,0.3842
"5926",511.4167,597.6667,45.4343,-98.7112,0.3842
"5927",857.5833,584.8333,41.7728,-80.7758,0.3842
"5928",626.25,345.5,35.2346,-94.832,0.3842
"5929",493.6667,259,33.1669,-101.0203,0.3842
"5930",749.5833,228.3333,30.8394,-90.7268,0.3842
"5931",610.3333,309.0833,34.3924,-95.785,0.3842
"5932",571.6667,331.6667,35.0537,-97.337,0.3842
"5933",548.5,276.8333,33.5253,-98.6138,0.3842
"5934",281.6667,694.1667,49.5117,-112.4671,0.3842
"5935",540.25,332.5833,35.0464,-98.7211,0.3842
"5936",841.0833,550,40.8325,-82.2479,0.3842
"5937",747.8333,508.8333,40.1318,-87.413,0.3842
"5938",519.5,283.1667,33.8503,-99.8362,0.3842
"5939",806.25,512.0833,40.0108,-84.5557,0.3842
"5940",485.8333,626.5,46.5695,-100.0026,0.3842
"5941",597.5,598.6667,44.7613,-93.9103,0.3842
"5942",746.1667,227.8333,30.854,-90.8655,0.3842
"5943",518.1667,611.3333,45.9615,-98.2364,0.385
"5944",852.75,575.75,41.5165,-81.1931,0.385
"5945",718.75,400.6667,36.4606,-90.2062,0.385
"5946",766.25,547.75,41.2402,-85.9355,0.385
"5947",788.8333,513.4167,39.9322,-85.406,0.385
"5948",194.25,785.9167,52.7919,-119.2085,0.385
"5949",540,295.1667,34.0585,-98.9046,0.385
"5950",478.3333,581,44.8448,-100.6372,0.385
"5951",936.0833,213.75,28.0511,-83.9402,0.385
"5952",859.4167,239.1667,30.0554,-86.3717,0.385
"5953",960.25,212.1667,27.8465,-83.0704,0.385
"5954",802,518.9167,40.3312,-84.6346,0.385
"5955",546.9167,616.0833,45.6686,-96.5869,0.385
"5956",543.5833,302,34.397,-98.7128,0.385
"5957",500.25,269.9167,33.5294,-100.7034,0.385
"5958",822.5833,207.5,29.1282,-88.1489,0.385
"5959",623.5,371.5,35.7838,-94.7588,0.385
"5960",785.6667,218.9167,30.1313,-89.4215,0.385
"5961",554.6667,633.5,46.5663,-95.9839,0.385
"5962",548.75,446.0833,38.4378,-97.7322,0.385
"5963",576.9167,312.25,34.4612,-97.2196,0.385
"5964",225.25,700.8333,49.5693,-116.0138,0.385
"5965",457.75,611.1667,46.0574,-101.68,0.385
"5966",741.75,555.5,41.7939,-86.997,0.385
"5967",515.75,599.6667,45.4736,-98.4558,0.385
"5968",709.5,388.6667,36.1642,-90.7484,0.385
"5969",732.1667,402.3333,36.556,-89.5594,0.3858
"5970",602.25,382.3333,36.4815,-95.603,0.3858
"5971",525.8333,628,46.4795,-97.6777,0.3858
"5972",827.75,520.5,39.9735,-83.4179,0.3858
"5973",702.25,472.1667,38.8666,-90.1382,0.3858
"5974",438.25,227.9167,32.2192,-103.4178,0.3858
"5975",793,517.8333,39.9893,-85.1397,0.3858
"5976",527.4167,611.25,45.7295,-97.723,0.3858
"5977",249.3333,706.5,49.8284,-114.5834,0.3858
"5978",706.9167,397.0833,36.4631,-90.7692,0.3858
"5979",536,271.4167,33.2925,-99.1751,0.3858
"5980",491.8333,229.25,32.1461,-101.1889,0.3858
"5981",204.1667,710.1667,49.8539,-117.4358,0.3858
"5982",851.8333,219.8333,29.2859,-86.9075,0.3858
"5983",583.1667,448.3333,38.5898,-96.0601,0.3858
"5984",517.75,249.75,32.5331,-100.0271,0.3858
"5985",779.4167,536.5,41.0284,-85.42,0.3858
"5986",672.25,225.6667,31.1,-93.8236,0.3867
"5987",748.5,230.25,30.8999,-90.75,0.3867
"5988",891.25,197.75,28.1025,-85.7366,0.3867
"5989",505.75,446.25,38.5636,-99.8121,0.3867
"5990",485.25,263.4167,33.2797,-101.3573,0.3867
"5991",630.25,346.5833,35.2795,-94.6566,0.3867
"5992",808,559.8333,41.6453,-83.614,0.3867
"5993",849.6667,523.5,39.8517,-82.3617,0.3867
"5994",836.0833,531.75,40.3127,-82.8269,0.3867
"5995",744.8333,224.75,30.6953,-90.951,0.3867
"5996",727.75,117.1667,26.4589,-92.551,0.3867
"5997",539.6667,211.5,31.2636,-99.2718,0.3867
"5998",553.8333,639.25,46.5806,-95.9945,0.3867
"5999",570,320.6667,34.807,-97.4599,0.3867
"6000",825.9167,550.9167,41.0839,-82.9382,0.3867
"6001",831.0833,464.0833,38.0428,-84.249,0.3867
"6002",791.0833,216.5,29.7824,-89.252,0.3867
"6003",786.9167,517.6667,40.4905,-85.3599,0.3867
"6004",451.4167,254.6667,33.1686,-102.8242,0.3867
"6005",620.25,308.1667,34.1662,-95.3768,0.3867
"6006",460,231.4167,32.2884,-102.5077,0.3867
"6007",552.4167,295.5,34.0465,-98.3624,0.3867
"6008",521.4167,266.8333,33.1831,-99.8083,0.3867
"6009",803.4167,504.25,39.638,-84.8416,0.3867
"6010",560.75,627.5833,46.292,-95.6856,0.3875
"6011",468.1667,312.9167,34.9651,-101.9815,0.3875
"6012",695.1667,396.5833,36.4246,-91.2975,0.3875
"6013",551.75,618.1667,45.7928,-96.2847,0.3875
"6014",589.6667,583.9167,44.5523,-94.4927,0.3875
"6015",817.3333,495.9167,39.191,-84.3434,0.3875
"6016",737.5833,404.4167,36.6114,-89.2889,0.3875
"6017",626.75,282.9167,33.4151,-95.2556,0.3875
"6018",454.5,590.5833,45.1923,-101.9293,0.3875
"6019",481.8333,225,31.9692,-101.6077,0.3875
"6020",787.0833,572.0833,42.2518,-84.3981,0.3875
"6021",846.6667,508.1667,39.3443,-82.7841,0.3875
"6022",473.75,203.8333,31.2648,-101.9941,0.3875
"6023",566.0833,625.4167,46.1529,-95.4079,0.3875
"6024",484.9167,606.8333,45.7218,-100.1582,0.3875
"6025",722.1667,224.9167,30.8855,-91.8416,0.3875
"6026",565.4167,634.0833,46.4991,-95.3732,0.3875
"6027",769.75,227.3333,30.6395,-89.9493,0.3875
"6028",695.6667,367.25,35.4204,-91.6117,0.3883
"6029",756.8333,543.3333,41.6743,-86.3683,0.3883
"6030",811,516.5833,40.1183,-84.2566,0.3883
"6031",519.3333,624.25,46.3069,-98.1026,0.3883
"6032",840.4167,498.4167,39.1219,-83.2397,0.3883
"6033",693.4167,395.1667,36.4789,-91.3718,0.3883
"6034",556.8333,323.1667,34.863,-98.0327,0.3883
"6035",960.4167,222.5,28.2934,-82.897,0.3883
"6036",713.5,224.3333,30.9695,-92.1877,0.3883
"6037",464.5833,591.75,45.1863,-101.3638,0.3883
"6038",529.0833,266.25,33.208,-99.4882,0.3883
"6039",577.5833,279.75,33.4801,-97.3626,0.3883
"6040",497.4167,625.75,46.5844,-99.33,0.3883
"6041",504.75,578,44.7201,-99.1846,0.3883
"6042",738.5833,469.0833,38.7817,-88.4033,0.3883
"6043",466.8333,593.9167,45.059,-101.2165,0.3892
"6044",806.5833,568.0833,41.4143,-83.6553,0.3892
"6045",586.25,329.25,34.9512,-96.7007,0.3892
"6046",545.3333,279.5833,33.7078,-98.7387,0.3892
"6047",680.8333,551.9167,42.8859,-90.0264,0.3892
"6048",559.0833,356.3333,35.5946,-97.7383,0.3892
"6049",521.0833,264.8333,33.3085,-99.8369,0.3892
"6050",714.25,143.9167,27.1609,-92.8521,0.3892
"6051",792.25,567.1667,41.5509,-84.3568,0.3892
"6052",633.3333,137.5833,27.6974,-95.9283,0.3892
"6053",391.75,218.6667,32.0086,-105.3635,0.3892
"6054",513.0833,601.5,45.2333,-98.5961,0.3892
"6055",701.25,454.4167,38.0402,-90.486,0.3892
"6056",253.8333,708.4167,49.9495,-114.3232,0.3892
"6057",678.3333,122.4167,26.7825,-94.3372,0.3892
"6058",492.6667,305.5833,34.5601,-100.9316,0.3892
"6059",691,230.3333,31.0556,-93.0437,0.3892
"6060",553.3333,319.9167,34.8048,-98.2092,0.3892
"6061",620.0833,146.5833,27.758,-96.3761,0.3892
"6062",492.0833,296.1667,34.344,-100.9836,0.3892
"6063",924.3333,216.6667,28.4642,-84.2804,0.3892
"6064",516.1667,629.5833,46.6134,-98.2448,0.3892
"6065",477.3333,623.6667,46.4123,-100.5122,0.3892
"6066",526,609.8333,45.8946,-97.8001,0.3892
"6067",196.3333,780.6667,52.6028,-118.9842,0.3892
"6068",222.4167,696.5833,49.4358,-116.1439,0.3892
"6069",759.5,561.75,41.8412,-86.0155,0.3892
"6070",841.0833,434.4167,36.907,-84.3018,0.3892
"6071",201.5,776.5,52.4866,-118.5773,0.3892
"6072",548.9167,323,34.9319,-98.387,0.3892
"6073",547.5,302,34.4307,-98.5445,0.39
"6074",575.4167,286.0833,33.6636,-97.4258,0.39
"6075",246.9167,697.75,49.5314,-114.6429,0.39
"6076",586,266.1667,32.9805,-97.0838,0.39
"6077",771.1667,508.0833,39.9939,-86.3162,0.39
"6078",807.1667,224.3333,30.0165,-88.5373,0.39
"6079",507.75,256.6667,33.0331,-100.4285,0.39
"6080",253,709.5,49.9946,-114.3873,0.39
"6081",443.75,616.25,46.2692,-102.4745,0.39
"6082",574.8333,241.25,32.2739,-97.6985,0.39
"6083",796.4167,221.4167,30.067,-88.9807,0.39
"6084",739.1667,566.9167,42.6519,-86.8429,0.39
"6085",546.75,273.5833,33.3224,-98.7024,0.39
"6086",726.8333,477,38.769,-88.9426,0.39
"6087",745.75,379,35.5878,-89.2723,0.39
"6088",587.25,362.8333,35.7481,-96.4376,0.39
"6089",641.5833,454.5,38.9543,-93.1213,0.39
"6090",840.0833,193.1667,28.2775,-87.6785,0.39
"6091",249.3333,695.1667,49.4225,-114.4707,0.39
"6092",751,558.75,42.2768,-86.3957,0.39
"6093",730.6667,488.9167,39.4905,-88.5139,0.39
"6094",445.0833,269.25,33.6719,-103.0746,0.39
"6095",445.6667,582.5833,44.9927,-102.446,0.39
"6096",524.5,293.5,34.209,-99.574,0.3908
"6097",669.5,586.6667,44.1203,-90.1714,0.3908
"6098",706.6667,139.6667,27.1008,-93.1653,0.3908
"6099",812.25,540.6667,40.9238,-83.7686,0.3908
"6100",716.0833,442.6667,38.0879,-89.7931,0.3908
"6101",833.5833,513.4167,39.7,-83.2795,0.3908
"6102",564.75,556.4167,43.2604,-96.1497,0.3908
"6103",536.5,323.3333,35.145,-98.9021,0.3908
"6104",554.1667,579.0833,44.5806,-96.4753,0.3908
"6105",838.3333,465.6667,37.9928,-83.9036,0.3908
"6106",553,619,46.0853,-96.2055,0.3908
"6107",723.5,473.3333,39.1403,-89.0329,0.3908
"6108",636.6667,465.6667,38.8333,-93.3628,0.3908
"6109",773.5833,483,39.1702,-86.5583,0.3908
"6110",508.25,590.5,45.1776,-98.9271,0.3908
"6111",518.3333,623.6667,46.4588,-98.1401,0.3908
"6112",801.4167,422.5,36.8328,-86.2204,0.3908
"6113",826,523,40.1403,-83.4516,0.3908
"6114",443,615.0833,46.2831,-102.515,0.3917
"6115",531.3333,323.25,35.1059,-99.1603,0.3917
"6116",690,467.75,38.507,-90.8496,0.3917
"6117",829.75,213,29.2195,-87.8159,0.3917
"6118",808.5833,502.25,39.6443,-84.6178,0.3917
"6119",818,539.0833,40.7841,-83.5286,0.3917
"6120",258,696.9167,49.4886,-113.9486,0.3917
"6121",497.4167,323.75,35.0924,-100.6638,0.3917
"6122",835.5,544.75,40.7748,-82.6073,0.3917
"6123",608.0833,116.0833,27.0759,-96.9915,0.3917
"6124",517.1667,339.8333,35.6158,-99.6664,0.3917
"6125",712.5,160.8333,27.8003,-92.7825,0.3917
"6126",746.5,552,41.7271,-86.8095,0.3917
"6127",551.5833,282.8333,33.8115,-98.458,0.3917
"6128",774.0833,186.9167,28.4494,-90.2292,0.3917
"6129",632.9167,343.9167,35.13,-94.5441,0.3917
"6130",486.8333,258.1667,33.1001,-101.3057,0.3917
"6131",774.9167,508.0833,39.9596,-86.1416,0.3917
"6132",766.5833,480.5,38.9748,-86.9341,0.3917
"6133",795.3333,144.1667,26.7606,-89.8614,0.3917
"6134",534.25,630.0833,46.5266,-97.1894,0.3925
"6135",831.25,536.5,40.5707,-82.9603,0.3925
"6136",800.0833,240.6667,30.7818,-88.6255,0.3925
"6137",737.3333,566.3333,42.6797,-86.9459,0.3925
"6138",468.25,607.75,45.8584,-101.1067,0.3925
"6139",775.6667,125.8333,26.429,-90.7338,0.3925
"6140",748.75,217.5833,30.5016,-90.8659,0.3925
"6141",619.75,557.0833,43.2376,-93.1697,0.3925
"6142",542.4167,272.5833,33.3631,-98.8959,0.3925
"6143",823.5833,546.3333,40.9767,-83.1332,0.3925
"6144",619.75,444.3333,38.5979,-94.3037,0.3925
"6145",896.9167,210.4167,28.4924,-85.3631,0.3925
"6146",854.4167,549.1667,40.6312,-81.6498,0.3925
"6147",554.5,606.5,45.0854,-96.2148,0.3925
"6148",557.75,581.8333,44.6613,-96.2463,0.3925
"6149",917.8333,209.6667,28.2029,-84.6239,0.3925
"6150",702.9167,470.5833,38.7505,-90.1279,0.3925
"6151",550.3333,212.5,31.2974,-98.8394,0.3925
"6152",582.4167,92.6667,26.4879,-98.0629,0.3925
"6153",808,520.8333,40.3159,-84.3223,0.3925
"6154",781.3333,235.3333,30.8029,-89.4126,0.3925
"6155",568.5833,308.9167,34.5114,-97.5973,0.3925
"6156",834.5,433.75,36.977,-84.5961,0.3925
"6157",736.25,391.5833,36.1822,-89.5053,0.3925
"6158",533.5,298.9167,34.3189,-99.1702,0.3925
"6159",282.1667,696.0833,49.5517,-112.4494,0.3925
"6160",764.3333,231.8333,30.7606,-90.1178,0.3925
"6161",462.9167,572.5833,44.4991,-101.5077,0.3925
"6162",893,198.75,28.1069,-85.6606,0.3925
"6163",705.5,102.75,26.3662,-93.4635,0.3925
"6164",691,158.3333,27.7617,-93.6145,0.3925
"6165",721.6667,89.5,25.8499,-92.9745,0.3925
"6166",793,490.9167,39.1423,-85.5532,0.3925
"6167",435.4167,252.5833,33.1724,-103.5149,0.3925
"6168",848.9167,549.9167,40.7484,-81.8871,0.3925
"6169",457.9167,583.5833,44.9676,-101.7629,0.3933
"6170",669,221.4167,31.0815,-93.9822,0.3933
"6171",530.75,258,33.0097,-99.4531,0.3933
"6172",437.5,228.5833,32.2149,-103.4506,0.3933
"6173",816.4167,550,41.1822,-83.3999,0.3933
"6174",785.5833,499.5833,39.6716,-85.7395,0.3933
"6175",795.5833,500.5833,39.6202,-85.2602,0.3933
"6176",771.1667,518.8333,40.5385,-86.1048,0.3933
"6177",801.3333,498.25,39.498,-85.0266,0.3933
"6178",548.8333,295.8333,33.9909,-98.4824,0.3933
"6179",543.6667,582,44.7514,-97.0246,0.3933
"6180",560.0833,326.5833,34.9919,-97.8726,0.3933
"6181",657.8333,141.9167,27.5723,-94.9726,0.3933
"6182",689.75,224.9167,30.953,-93.1409,0.3933
"6183",733.25,236.1667,31.0671,-91.2988,0.3933
"6184",914.5,231.4167,29.0635,-84.4351,0.3933
"6185",821.1667,495.75,39.0916,-84.1765,0.3933
"6186",715.6667,152.5,27.4692,-92.7275,0.3933
"6187",771.0833,235.3333,30.8247,-89.817,0.3933
"6188",529.3333,583.3333,44.7334,-97.8028,0.3933
"6189",499.1667,616.1667,46.2315,-99.2883,0.3942
"6190",555.9167,563.25,43.2118,-96.6182,0.3942
"6191",674.1667,476.1667,38.8693,-91.4852,0.3942
"6192",543.6667,274.3333,33.4787,-98.8336,0.3942
"6193",427.25,612.9167,46.0484,-103.4231,0.3942
"6194",792.4167,458.0833,38.2002,-86.0772,0.3942
"6195",838.4167,544.1667,40.7309,-82.4827,0.3942
"6196",519.5,275.5833,33.6187,-99.8668,0.3942
"6197",509.25,295.0833,34.3103,-100.2343,0.3942
"6198",833.6667,519.5833,39.921,-83.1625,0.3942
"6199",821.4167,523.4167,40.2238,-83.6553,0.3942
"6200",195.6667,702.0833,49.4395,-117.843,0.3942
"6201",824.9167,507.0833,39.6308,-83.7857,0.3942
"6202",548.3333,591.3333,44.9964,-96.6962,0.3942
"6203",478.25,620.4167,46.4243,-100.4723,0.3942
"6204",209.8333,699.8333,49.4822,-116.9528,0.3942
"6205",714.1667,391.5833,36.2023,-90.5099,0.3942
"6206",884.6667,222.0833,29.0139,-85.6612,0.3942
"6207",508.5833,253,32.9522,-100.4074,0.3942
"6208",458.6667,624,46.4747,-101.5748,0.3942
"6209",810.1667,218.25,29.7639,-88.4921,0.3942
"6210",812.3333,170.0833,27.3832,-88.9982,0.395
"6211",706.6667,536.4167,41.1562,-89.0441,0.395
"6212",477.3333,219.9167,31.6546,-101.8058,0.395
"6213",479.75,217.6667,31.6882,-101.7124,0.395
"6214",737.6667,222.6667,30.6898,-91.252,0.395
"6215",512.5833,623.0833,46.3246,-98.4848,0.395
"6216",535.4167,281.4167,33.6622,-99.1587,0.395
"6217",657.1667,143.0833,27.5691,-94.9886,0.395
"6218",724.3333,224.75,30.9279,-91.7542,0.395
"6219",518.6667,92.75,26.9066,-100.4542,0.395
"6220",675.3333,370.4167,35.564,-92.4828,0.395
"6221",695.75,466.3333,38.4358,-90.594,0.395
"6222",831.5,464.9167,38.0794,-84.2165,0.395
"6223",586.75,362.8333,35.6934,-96.4547,0.395
"6224",561.0833,302.1667,34.2056,-97.9559,0.395
"6225",486,605.9167,45.665,-100.1004,0.395
"6226",453.9167,616.5833,46.2093,-101.8833,0.395
"6227",495.5833,257.8333,33.0408,-100.9395,0.395
"6228",800.0833,424.25,36.8792,-86.2574,0.395
"6229",624.8333,584.9167,44.3422,-92.5784,0.395
"6230",796.0833,502.6667,39.6742,-85.2043,0.395
"6231",495.75,612,45.865,-99.5193,0.395
"6232",812.9167,542.1667,40.7653,-83.7407,0.395
"6233",556.4167,269.6667,33.2728,-98.3087,0.395
"6234",515.1667,614.1667,45.906,-98.3987,0.395
"6235",512.0833,340.5833,35.7601,-99.9042,0.395
"6236",808.8333,508.1667,39.6954,-84.5243,0.3958
"6237",789.6667,230.3333,30.5264,-89.1419,0.3958
"6238",551.5833,214.5,31.2509,-98.7826,0.3958
"6239",761.1667,152.25,27.1468,-91.0491,0.3958
"6240",234.0833,708.25,49.8825,-115.5551,0.3958
"6241",386.0833,586.4167,45.2138,-105.7769,0.3958
"6242",526.1667,616.8333,45.9141,-97.764,0.3958
"6243",820.4167,499.75,39.3795,-84.1211,0.3958
"6244",447,598.9167,45.579,-102.3359,0.3958
"6245",516.1667,613,45.8276,-98.3552,0.3958
"6246",676.3333,218.6667,30.8473,-93.7245,0.3958
"6247",579.75,598.9167,45.0216,-94.9009,0.3958
"6248",527.5833,223.9167,31.6582,-99.7236,0.3958
"6249",535.9167,280.4167,33.5858,-99.1448,0.3958
"6250",536,255.75,32.8142,-99.2384,0.3958
"6251",827.8333,567.1667,41.6034,-82.5341,0.3958
"6252",828.5,458.0833,37.8831,-84.4621,0.3958
"6253",740.8333,478,39.1722,-88.1607,0.3958
"6254",743.6667,223.0833,30.6641,-91.0135,0.3967
"6255",883.1667,568.1667,40.8696,-79.9435,0.3967
"6256",794.4167,504.75,39.7505,-85.2455,0.3967
"6257",851,217.8333,29.2155,-86.9639,0.3967
"6258",196.5,781.6667,52.6444,-118.9896,0.3967
"6259",496.8333,617.1667,46.2768,-99.417,0.3967
"6260",410.5,586.9167,45.1518,-104.4169,0.3967
"6261",614.1667,595.1667,44.7396,-93.0091,0.3967
"6262",516.4167,232,32.1419,-100.1556,0.3967
"6263",612.5833,552.75,43.0837,-93.6535,0.3967
"6264",534.8333,222.8333,31.6167,-99.4296,0.3967
"6265",592.1667,333.3333,35.0803,-96.4248,0.3967
"6266",863.3333,576.9167,41.465,-80.671,0.3967
"6267",453.8333,589.5,45.1543,-101.9697,0.3967
"6268",623.5833,584.1667,44.2926,-92.662,0.3967
"6269",544.1667,259.75,32.9001,-98.8776,0.3967
"6270",195.25,783.1667,52.6919,-119.0967,0.3967
"6271",520.3333,290.9167,34.1428,-99.7758,0.3967
"6272",456.9167,604.5,45.7857,-101.7484,0.3967
"6273",559.5833,336.4167,35.1342,-97.8394,0.3967
"6274",483.9167,307.75,34.7352,-101.3087,0.3975
"6275",476.1667,232.5,32.2842,-101.8318,0.3975
"6276",541.3333,232.1667,32.0717,-99.1238,0.3975
"6277",291.3333,706,50.0373,-111.9534,0.3975
"6278",198,714.8333,49.9813,-117.8789,0.3975
"6279",768.25,100.9167,25.8397,-91.208,0.3975
"6280",485.25,587.1667,44.9162,-100.2311,0.3975
"6281",750.8333,495.3333,39.8248,-87.4363,0.3975
"6282",827.1667,228.5,29.9464,-87.726,0.3975
"6283",486.6667,578,44.7595,-100.1848,0.3975
"6284",546.75,593.75,45.2158,-96.7551,0.3975
"6285",625.8333,115.9167,26.9366,-96.3248,0.3975
"6286",484.8333,288.75,34.0635,-101.3278,0.3975
"6287",848.75,443.9167,37.1279,-83.8153,0.3975
"6288",852.0833,217.75,29.2018,-86.9242,0.3975
"6289",483.5833,272.25,33.5873,-101.4186,0.3983
"6290",700.4167,396.5,36.4415,-91.0468,0.3983
"6291",636.3333,100.9167,26.4366,-96.023,0.3983
"6292",745.5833,548.8333,41.595,-86.9189,0.3983
"6293",463.75,579.6667,44.8141,-101.4475,0.3983
"6294",704.5833,226.5,31.0437,-92.521,0.3983
"6295",562.4167,630,46.4294,-95.5642,0.3983
"6296",737.0833,485.4167,39.4697,-88.2331,0.3983
"6297",513.25,598.25,45.1498,-98.6409,0.3983
"6298",538.25,627.25,46.375,-96.9697,0.3983
"6299",259.5,703.9167,49.8314,-113.9261,0.3983
"6300",553,276.6667,33.5478,-98.4259,0.3983
"6301",847.75,515.5833,39.623,-82.5964,0.3983
"6302",915.9167,206.75,28.1356,-84.7317,0.3983
"6303",760.6667,155,27.2201,-91.0461,0.3983
"6304",698.3333,477.75,38.7891,-90.3383,0.3983
"6305",765.75,513.1667,40.0227,-86.5032,0.3983
"6306",893.3333,199.9167,28.14,-85.6338,0.3992
"6307",872.3333,243.5,30.0355,-85.8295,0.3992
"6308",856.25,509.0833,39.2731,-82.3358,0.3992
"6309",891.5,222.5833,28.9665,-85.4011,0.3992
"6310",774.5833,503.6667,39.8059,-86.2273,0.3992
"6311",822.5833,501.4167,39.477,-83.9916,0.3992
"6312",586.6667,279.3333,33.4718,-96.9761,0.3992
"6313",858.3333,214.4167,29.0034,-86.7329,0.3992
"6314",583,585.1667,44.6957,-94.8361,0.3992
"6315",439.75,226.3333,32.0052,-103.3534,0.3992
"6316",780.1667,513.6667,40.2488,-85.762,0.3992
"6317",516.9167,352.0833,35.7755,-99.647,0.3992
"6318",548.1667,274.6667,33.4946,-98.6383,0.3992
"6319",493.4167,601.6667,45.4214,-99.7008,0.3992
"6320",852.75,563.5833,41.1064,-81.4399,0.3992
"6321",689.1667,147.9167,27.3992,-93.76,0.3992
"6322",515.9167,317.5833,34.9473,-99.862,0.3992
"6323",502.5833,282.5833,33.9169,-100.5727,0.3992
"6324",842.5,549.4167,40.8301,-82.194,0.3992
"6325",703.25,439.9167,38.0614,-90.4234,0.3992
"6326",958.25,221.3333,28.2877,-82.9909,0.3992
"6327",197,708.75,49.7289,-117.8549,0.4
"6328",478,264.9167,33.4214,-101.6701,0.4
"6329",549.6667,302.5,34.374,-98.4479,0.4
"6330",813.5833,497.5,39.3361,-84.4799,0.4
"6331",592.9167,339.1667,35.0145,-96.3561,0.4
"6332",806,498.3333,39.4071,-84.8175,0.4
"6333",301.9167,698.8333,49.755,-111.2419,0.4
"6334",541.0833,266.1667,33.1784,-98.9824,0.4
"6335",744.8333,522.5833,40.8031,-87.314,0.4
"6336",473.9167,605.75,45.7099,-100.7929,0.4
"6337",463.5,593.9167,45.2011,-101.4184,0.4
"6338",529.6667,301.4167,34.4754,-99.3262,0.4
"6339",569.1667,265.9167,32.9696,-97.7978,0.4
"6340",652.6667,390.5,36.4757,-93.2595,0.4
"6341",473.25,614.9167,46.1621,-100.7803,0.4008
"6342",500.1667,207.5833,31.2741,-100.9048,0.4008
"6343",820.4167,187.1667,28.1275,-88.4903,0.4008
"6344",623.25,361.25,35.6466,-94.8336,0.4008
"6345",795,552.9167,41.5474,-84.3612,0.4008
"6346",573.4167,303.75,34.3474,-97.4113,0.4008
"6347",453.6667,579,44.8521,-102.0086,0.4008
"6348",579.5,274.8333,33.3571,-97.3064,0.4008
"6349",787.8333,217.75,30.0842,-89.3504,0.4008
"6350",513.9167,628.5,46.5105,-98.3714,0.4008
"6351",549.5833,587.5,44.8369,-96.656,0.4008
